surface	wiki_title	type
1000 island dressing	Thousand Island dressing	condiment
100Plus	100plus	ingredient
100plus	100plus	ingredient
1050 flour	Flour	dish
1080 Dry Cider	Strongbow (cider)	ingredient
110 flour	Flour	dish
15 Bean Soup	15 Bean Soup	dish
15 bean soup	15 Bean Soup	dish
150 flour	Flour	dish
1519 Tequila	1519 Tequila	ingredient
16 Handles	16 Handles	dish
1600 flour	Flour	dish
1792 (bourbon)	1792 Bourbon	ingredient
1792 Bourbon	1792 Bourbon	ingredient
1792 Ridgemont Reserve	1792 Bourbon	ingredient
1792 Small Batch Bourbon	1792 Bourbon	ingredient
1792 Whiskey	1792 Bourbon	ingredient
1800 (tequila)	1800 Tequila	ingredient
1800 Tequila	1800 Tequila	ingredient
1985-1986 Hormel strike	1985–1986 Hormel strike	dish
1985-86 Hormel strike	1985–1986 Hormel strike	dish
1985–1986 Hormel strike	1985–1986 Hormel strike	dish
1985–86 Hormel strike	1985–1986 Hormel strike	dish
1Hop	1Hop	ingredient
1R (chromosome)	Rye	dish
1–800–4–OK–SODA	OK Soda	ingredient
1–800–4–OK–Soda	OK Soda	ingredient
1–800–4–Ok–Soda	OK Soda	ingredient
1–800–I–FEEL–OK	OK Soda	ingredient
1–800–I–Feel–OK	OK Soda	ingredient
1–800–I–Feel–Ok	OK Soda	ingredient
2 Sisters	2 Sisters Food Group	ingredient
2 Sisters Food Group	2 Sisters Food Group	ingredient
2 flour	Flour	dish
2,3,5,6-Tetramethylpyrazine	Tetramethylpyrazine	dish
2,3,5,6-tetramethylpyrazine	Tetramethylpyrazine	dish
200 Proven Recipes for Dishes, Pastries and Other Household Works	200 Proven Recipes for Dishes, Pastries and Other Household Works	dish
2007 American pet food recall	2007 pet food recalls	dish
2007 Canada pet food recall	2007 pet food recalls	dish
2007 Canadian pet food recall	2007 pet food recalls	dish
2007 North America pet food recall	2007 pet food recalls	dish
2007 North American pet food recall	2007 pet food recalls	dish
2007 North American pet food recalls	2007 pet food recalls	dish
2007 United States pet food recall	2007 pet food recalls	dish
2007 pet food crisis	2007 pet food recalls	dish
2007 pet food recall	2007 pet food recalls	dish
2007 pet food recalls	2007 pet food recalls	dish
2008 Passover margarine shortage	2008 Passover margarine shortage	dish
2013 British Horse Meat Scandal	2013 horse meat scandal	ingredient
2013 British horse meat scandal	2013 horse meat scandal	ingredient
2013 Brunost blaze	Brunost	ingredient
2013 Brunost fire	Brunost	ingredient
2013 European horsemeat scandal	2013 horse meat scandal	ingredient
2013 European meat adulteration scandal	2013 horse meat scandal	ingredient
2013 European meat scandal	2013 horse meat scandal	ingredient
2013 Horse Meat Incident	2013 horse meat scandal	ingredient
2013 horse meat contamination in burgers scandal	2013 horse meat scandal	ingredient
2013 horse meat contamination scandal	2013 horse meat scandal	ingredient
2013 horse meat in burgers scandal	2013 horse meat scandal	ingredient
2013 horse meat incident	2013 horse meat scandal	ingredient
2013 horse meat scandal	2013 horse meat scandal	ingredient
2013 meat adulteration scandal	2013 horse meat scandal	ingredient
20th Century (cocktail)	20th century (cocktail)	ingredient
20th century (cocktail)	20th century (cocktail)	ingredient
23 Flavors	Dr Pepper	ingredient
2:30 feeling	5-hour Energy	ingredient
3 Olives	Three Olives Vodka	ingredient
3 cup chicken	Sanbeiji	dish
3-cup chicken	Sanbeiji	dish
3-in-1 (fast food dish)	3-in-1 (fast food dish)	dish
300 Year Celebration tea	Twinings	dish
33 Beer	333 Premium Export Beer	ingredient
333 Beer	333 Premium Export Beer	ingredient
333 Premium Export Beer	333 Premium Export Beer	ingredient
384 U.S. 597	FTC v. Dean Foods Co.	dish
4 (drink)	Four Loko	ingredient
4 Copas	4 Copas	ingredient
4 Loko	Four Loko	ingredient
4 cheese pizza	Pizza quattro formaggi	dish
4 cheeses	Pizza quattro formaggi	dish
4 loco	Four Loko	ingredient
4-cheese pizza	Pizza quattro formaggi	dish
405 flour	Flour	dish
45 flour	Flour	dish
49er flapjack	Crêpe	dish
4Loko	Four Loko	ingredient
4loco	Four Loko	ingredient
5 Alive	Five Alive	ingredient
5 Hour Energy	5-hour Energy	ingredient
5 cup salad	Ambrosia (fruit salad)	dish
5 hour energy	5-hour Energy	ingredient
5-Hour Energy	5-hour Energy	ingredient
5-hour Energy	5-hour Energy	ingredient
5-hour energy	5-hour Energy	ingredient
50 won bread	10 won bread	dish
50/50 (soft drink)	50/50 (soft drink)	ingredient
50/50 burger	50/50 burger	ingredient
500 won bread	10 won bread	dish
546 U.S. 21	IBP, Inc. v. Alvarez	dish
55 flour	Flour	dish
550 flour	Flour	dish
57 Varieties	Heinz 57	condiment
57 varieties	Heinz 57	condiment
7 &amp; 7	7 and 7	ingredient
7 UP	7 Up	ingredient
7 Up	7 Up	ingredient
7 Up Free	7 Up	ingredient
7 Up Gold	7 Up	ingredient
7 Up Ice Cola	7 Up	ingredient
7 Up Light	7 Up	ingredient
7 Up Plus	7 Up	ingredient
7 Up cake	7 Up cake	dish
7 and 7	7 and 7	ingredient
7 layer dip	Seven-layer dip	ingredient
7 up	7 Up	ingredient
7&amp;7	7 and 7	ingredient
7-Bone Roast	7-bone roast	ingredient
7-Bone Steak	7-bone roast	ingredient
7-Bone roast	7-bone roast	ingredient
7-Bone steak	7-bone roast	ingredient
7-Seen	Haft-sin	ingredient
7-UP	7 Up	ingredient
7-Up	7 Up	ingredient
7-Up Gold	7 Up	ingredient
7-Up PLUS!	7 Up	ingredient
7-bone roast	7-bone roast	ingredient
7-bone steak	7-bone roast	ingredient
7-layer dip	Seven-layer dip	ingredient
7-up	7 Up	ingredient
70 MM Dosa	Dosa (food)	dish
7UP	7 Up	ingredient
7UP Beverage	7 Up	ingredient
7Up	7 Up	ingredient
7Up Plus	7 Up	ingredient
7up	7 Up	ingredient
80 flour	Flour	dish
812 flour	Flour	dish
88788	Soybean	ingredient
99 (ice cream)	99 Flake	dish
99 Flake	99 Flake	dish
99 ice cream	99 Flake	dish
99 with flake	99 Flake	dish
99Flake	99 Flake	dish
@ClifBar	Clif Bar	dish
@Doritos	Doritos	dish
@GeneralMills	General Mills	ingredient
@Gevalia	Gevalia	dish
@Maxwell House	Maxwell House	dish
@Unilever	Unilever	ingredient
@drpepper	Dr Pepper	ingredient
A &amp; B Meats	Arbogast &amp; Bastian	ingredient
A &amp; W Root Beer	A&amp;W Root Beer	ingredient
A &amp; W Root beer company	A&amp;W Root Beer	ingredient
A 1 Steak Sauce	A.1. Sauce	dish
A Happy Meal	Happy Meal	dish
A la Carbonara	Carbonara	dish
A la Table de Spanghero	À la Table de Spanghero	ingredient
A la meunière	Meunière sauce	condiment
A la molinera	Meunière sauce	condiment
A la zingara	À la zingara	ingredient
A&amp;B Meats	Arbogast &amp; Bastian	ingredient
A&amp;W (root beer)	A&amp;W Root Beer	ingredient
A&amp;W Beverages	A&amp;W Root Beer	ingredient
A&amp;W Beverages, Inc.	A&amp;W Root Beer	ingredient
A&amp;W Cream Soda	A&amp;W Cream Soda	ingredient
A&amp;W Root Beer	A&amp;W Root Beer	ingredient
A&amp;W Zero Sugar	A&amp;W Root Beer	ingredient
A&amp;w beverages	A&amp;W Root Beer	ingredient
A&amp;w beverages, inc.	A&amp;W Root Beer	ingredient
A&amp;w cream soda	A&amp;W Cream Soda	ingredient
A&amp;w root beer	A&amp;W Root Beer	ingredient
A-1 Sauce	A.1. Sauce	dish
A-1 Steak Sauce	A.1. Sauce	dish
A-1 sauce	A.1. Sauce	dish
A-1 steak sauce	A.1. Sauce	dish
A-Choy	A-choy	ingredient
A-choy	A-choy	ingredient
A-fil	Filmjölk	ingredient
A-geh	Ageh (food)	dish
A-gei	Ageh (food)	dish
A. 1. Steak Sauce	A.1. Sauce	dish
A. L. Bazzini Company	Bazzini	ingredient
A. hypogaea	Peanut	dish
A. sativa	Oat	dish
A. sativus	Pineapple	ingredient
A.1.	A.1. Sauce	dish
A.1. Sauce	A.1. Sauce	dish
A.1. Steak Sauce	A.1. Sauce	dish
A.1. sauce	A.1. Sauce	dish
A1 (sauce)	A.1. Sauce	dish
A1 Sauce	A.1. Sauce	dish
A1 Steak Sauce	A.1. Sauce	dish
A1 sauce	A.1. Sauce	dish
A1 steak sauce	A.1. Sauce	dish
A2 Corporation	The a2 Milk Company	ingredient
A2 Milk Company	The a2 Milk Company	ingredient
AA Egg	Eggs as food	ingredient
AAHM	Food and Agriculture Organization	ingredient
AB Agri	Associated British Foods	dish
AB Sugar	Associated British Foods	dish
ABC (food brand)	ABC (food brand)	condiment
ABC (food)	ABC (food brand)	condiment
ABSOLUT	Absolut Vodka	ingredient
ABSOLUT CUT	Absolut Vodka	ingredient
ABSOLUT VODKA	Absolut Vodka	ingredient
ACCBC	Aujan Group	ingredient
ACH Food Companies	Associated British Foods	dish
ACH Food Companies, Inc.	Associated British Foods	dish
AEbleflaesk	Æbleflæsk	dish
AEbleskive	Æbleskiver	dish
AEbleskiver	Æbleskiver	dish
AFFCO Holdings	AFFCO Holdings	ingredient
AFFCO Holdings Limited	AFFCO Holdings	ingredient
AKURI	Akuri	dish
AMARANTHUS	Amaranth	ingredient
AMIEU	Australasian Meat Industry Employees Union	ingredient
AMUL	Amul	ingredient
ANZAC wafer	Hardtack	ingredient
ANZAC wafers	Hardtack	ingredient
APIU	Apio (appetizer)	dish
ATC code A06AC07	Wheat	dish
ATCvet code QA06AC07	Wheat	dish
ATOLE	Atole	ingredient
Aa choy sum	Celtuce	ingredient
Aabhoon	Aabhoon	dish
Aachar	South Asian pickle	ingredient
Aachen Printe	Aachener Printen	dish
Aachen Printen	Aachener Printen	dish
Aachener Printe	Aachener Printen	dish
Aachener Printen	Aachener Printen	dish
Aamras	Aamras	dish
Aappam	Appam	dish
Aaremilch	Aaremilch	ingredient
Aaruul	Kashk	dish
Aaruul (or khuruud)	Kashk	dish
Aash	Aush	dish
Aash Bash	Duck bamboo curry	dish
Aasmee	Aasmi	dish
Aasmi	Aasmi	dish
Aasmi Traditional Sri Lankan sweet	Karas (food)	dish
Aazwain	Thyme	ingredient
Ab-gusht	Abgoosht	dish
Abacaxi	Pineapple	ingredient
Abacha (food)	Abacha (food)	ingredient
Abadi cookie	Biscochos	dish
Abalone rice porridge	Jeonbok-juk	dish
Abar Khabo	Abar Khabo	ingredient
Abasinthe	Absinthe	ingredient
Abba Seafood	Abba Seafood	ingredient
Abbacchio	Abbacchio	dish
Abbaye de Belloc	Abbaye de Belloc	ingredient
Abbaye de Bellocq	Abbaye de Belloc	ingredient
Abbaye de Timadeuc Cheese	Abbaye de Timadeuc Cheese	ingredient
Abbaye de belloc	Abbaye de Belloc	ingredient
Abbey Well	Abbey Well	ingredient
Abbot of Priscos pudding	Pudim Abade de Priscos	dish
Abbott's Meat	Abbott's Meat	ingredient
Abbott's village bakery	Tip Top Bakeries	dish
Abekawa yakimochi	Yakimochi	dish
Abel Gonzales	Abel Gonzales	dish
Abel Gonzales Jr.	Abel Gonzales	dish
Abel Gonzales, Jr.	Abel Gonzales	dish
Abeliophyllum	Abeliophyllum	dish
Abeliophyllum distichum	Abeliophyllum	dish
Abelmoschus esculentus	Okra	ingredient
Abelskivver	Æbleskiver	dish
Abenkwan	Palm nut soup	dish
Aberaeron Broth	Cawl	dish
Aberdeen roll	Buttery (bread)	dish
Aberdeen rowie	Buttery (bread)	dish
Aberdeenshire roll	Buttery (bread)	dish
Aberdeenshire rowie	Buttery (bread)	dish
Abgoosht	Abgoosht	dish
Abgosht	Abgoosht	dish
Abgusht	Abgoosht	dish
AbiMar Foods	Grupo Nutresa	ingredient
Ableskeeber	Æbleskiver	dish
Ableskeebers	Æbleskiver	dish
Ableskeever	Æbleskiver	dish
Ableskeevers	Æbleskiver	dish
Abnabat	Candy	dish
Abokado lamaw	Avocado and milk in ice	dish
Aborrajado	Aborrajados de plátano maduro	dish
Aborrajados colombianos	Aborrajados de plátano maduro	dish
Aborrajados de plátano maduro	Aborrajados de plátano maduro	dish
Aboukir (bombe)	Aboukir (cake)	dish
Aboukir (cake)	Aboukir (cake)	dish
Abraham Bowyer	Bowyers (company)	dish
Abramis smithii	Goldeye	ingredient
Abrystir	Ábrystir	dish
Absenta	Absinthe	ingredient
Absenthe	Absinthe	ingredient
Absinth	Absinthe	ingredient
Absinthe	Absinthe	ingredient
Absinthism	Absinthe	ingredient
Absinthisme	Absinthe	ingredient
Absolut	Absolut Vodka	ingredient
Absolut (vodka)	Absolut Vodka	ingredient
Absolut Citron	Absolut Vodka	ingredient
Absolut Vodka	Absolut Vodka	ingredient
Absolut mandrin	Absolut Vodka	ingredient
Absolut vodka	Absolut Vodka	ingredient
Absolute Vodka	Absolut Vodka	ingredient
Absolute fast	Fasting	dish
Absolute vodka	Absolut Vodka	ingredient
Absolwent	Absolwent	ingredient
Abstinthe	Absinthe	ingredient
Abudaraho	Bottarga	dish
Abukado lamaw	Avocado and milk in ice	dish
Abula (soup)	Abula (soup)	dish
Abunuabunu	Abunuabunu	dish
Abura'age	Abura-age	dish
Abura-age	Abura-age	dish
Abura-zōmen	Abura-zōmen	dish
Aburaage	Abura-age	dish
Aburage	Abura-age	dish
Aburasoba	Aburasoba	dish
Acaca	Acaçá	dish
Acacia (Wattle) seed flour	Wattleseed	ingredient
Acacia seed	Wattleseed	ingredient
Acai bowl	Açai bowl	dish
Acai bowls	Açai bowl	dish
Acai na tigela	Açai bowl	dish
Acai na tijela	Açai bowl	dish
Acanthosonchus	Sonchus	ingredient
Acanthostachys ananassoides	Pineapple	ingredient
Acar	Acar	dish
Acara	Akara	dish
Acaraje	Akara	dish
Acarajé	Akara	dish
Acaçá	Acaçá	dish
Accelerade	Accelerade	ingredient
Ace Of Cakes	Ace of Cakes	dish
Ace of Cakes	Ace of Cakes	dish
Ace of cakes	Ace of Cakes	dish
Acem köftesi	Van köfte	ingredient
Aceto Balsamico Tradizionale di Modena	Traditional balsamic vinegar	condiment
Aceto balsamico tradizionale	Traditional balsamic vinegar	condiment
Aceto balsamico tradizionale di Modena	Traditional balsamic vinegar	condiment
Achaar	South Asian pickle	ingredient
Achaar (Desi pickles)	South Asian pickle	ingredient
Achaar (pickle)	South Asian pickle	ingredient
Achappam	Achappam	dish
Achar	South Asian pickle	ingredient
Acheke	Acheke	ingredient
Achu (soup)	Achu (soup)	dish
Achu soup	Achu (soup)	dish
Achịcha	Echicha	ingredient
Aci biber	Salça	condiment
Aci biber salcasi	Salça	condiment
Acibadem kurabiyesi	Acıbadem kurabiyesi	ingredient
Acid curd	Curd	dish
Acidophiline	Acidophiline	dish
Acini de pepe	Acini di pepe	ingredient
Acini de pepi	Acini di pepe	ingredient
Acini di pepe	Acini di pepe	ingredient
Acitróne	Nopal	ingredient
Ackawi	Akkawi	ingredient
Ackawi cheese	Akkawi	ingredient
Ackee	Ackee	ingredient
Ackee and Saltfish	Ackee and saltfish	dish
Ackee and saltfish	Ackee and saltfish	dish
Ackee and saltfish (food)	Ackee and saltfish	dish
Ackee fruit	Ackee	ingredient
Ackees	Ackee	ingredient
Acme Smoked Fish Corp.	Acme Smoked Fish Corp.	ingredient
Acorda	Açorda	dish
Acorn	Acorn	ingredient
Acorn (fruit of the oak tree)	Acorn	ingredient
Acorn (seed)	Acorn	ingredient
Acorn as food	Acorn	ingredient
Acorn flour	Acorn	ingredient
Acorn jelly	Dotori-muk	dish
Acorn meal	Acorn	ingredient
Acorn noodle soup	Acorn noodle soup	dish
Acorn noodles	Acorn noodle soup	dish
Acorn soup	Acorn noodle soup	dish
Acqua Santa Maria	Acqua Santa Maria	ingredient
Acqua pazza (food)	Acqua pazza (food)	dish
Acquacotta	Acquacotta	dish
Acquasale	Acquasale	dish
Acuka	Muhammara	dish
Acı biber salçasi	Salça	condiment
Acı biber salçası	Salça	condiment
Acıbadem Kurabiyesi	Acıbadem kurabiyesi	ingredient
Acıbadem kurabiyesi	Acıbadem kurabiyesi	ingredient
Acılı kıyma kebabı	Adana kebabı	dish
Ada (food)	Ada (food)	dish
Adafina	Cholent	ingredient
Adam's (peanut butter)	The J.M. Smucker Company	condiment
Adam's Peanut Butter	The J.M. Smucker Company	condiment
Adamo, Emma	Emma Adamo	dish
Adams Peanut Butter	The J.M. Smucker Company	condiment
Adana Kebab	Adana kebabı	dish
Adana kebab	Adana kebabı	dish
Adana kebabi	Adana kebabı	dish
Adana kebabı	Adana kebabı	dish
Adana kebap	Adana kebabı	dish
Adana kebapi	Adana kebabı	dish
AdeS	Ades (brand)	ingredient
Adelaide AB	Halal snack pack	dish
Adelaide Crystal Ice Company	Adelaide Crystal Ice Company	ingredient
Ademame	Edamame	dish
Ades (brand)	Ades (brand)	ingredient
Ades (drinking water)	Ades (brand)	ingredient
Adhirasam	Adhirasam	dish
Adios Mother	Long Island iced tea	ingredient
Adios Motherfucker	Long Island iced tea	ingredient
Adios motherfucker	Long Island iced tea	ingredient
Adjika	Ajika	condiment
Ado Camepol	Tiramisu	dish
Ado Campeol	Tiramisu	dish
Adobada	Adobada	dish
Adobado	Adobada	dish
Adobar	Adobo	dish
Adobo	Adobo	dish
Adobo chicken	Adobo	dish
Adobo pork	Adobo	dish
Adobo sauce	Adobo	dish
Adobong kangkong	Stir-fried water spinach	dish
Adobos	Adobo	dish
Adom kubbeh	Kibbeh	dish
Adonis (cocktail)	Adonis (cocktail)	ingredient
Ador Santos	San Miguel Corporation	ingredient
Adosilog	Silog	dish
Adovada	Adobada	dish
Adult Happy Meal	Happy Meal	dish
Adventures in Good Eating	Duncan Hines	dish
Advocaat	Advocaat	ingredient
Advocaatenborrel	Advocaat	ingredient
Advokatt	Advocaat	ingredient
Adyuma	Habanero	dish
Adzuki bean paste	Red bean paste	dish
Aebelskiver	Æbleskiver	dish
Aebleflaesk	Æbleflæsk	dish
Aebleskiver	Æbleskiver	dish
Aekjeot	Jeotgal	ingredient
Aenk	Karuka	ingredient
Aeroplane Jelly	Aeroplane Jelly	dish
Aeroplane Jelly jingle	Aeroplane Jelly	dish
Aeroplane jelly	Aeroplane Jelly	dish
Afelia	Afelia	dish
Affigato	Affogato	ingredient
Affogato	Affogato	ingredient
Afghan (biscuit)	Afghan (biscuit)	dish
Afghan Kofta	Kofta	ingredient
Afghan biscuit	Afghan (biscuit)	dish
Afghan biscuits	Afghan (biscuit)	dish
Afghan bread	Naan	dish
Afghan buiscuit	Afghan (biscuit)	dish
Afghan jalebi	Jalebi	dish
Afghan melon	Watermelon	ingredient
Afghan naan	Naan	dish
Afghani naan	Naan	dish
Afghanistani Kofta	Kofta	ingredient
Afghanistani bread	Naan	dish
Afia Efere	Afia Efere	dish
Afikoman	Afikoman	dish
Afikomen	Afikoman	dish
Afri Cola	Afri Cola	ingredient
Afri-Cola	Afri Cola	ingredient
Afri-cola	Afri Cola	ingredient
African Salad	Abacha (food)	ingredient
African bottle gourd	Calabash	ingredient
African bush meat crisis	Bushmeat	ingredient
African calebas	Calabash	ingredient
African chicken	Galinha à africana	dish
African curry	Curry	dish
African dumplings	Dumpling	dish
African pancakes	Pancake	dish
African polony	Chikanda	ingredient
African salad	Abacha (food)	ingredient
African sausage	Sausage	dish
African yam	Yam (vegetable)	dish
Africola	Afri Cola	ingredient
Afrikaner cuisine	South African cuisine	cuisine
Afritada	Afritada	dish
Afritadang baboy	Afritada	dish
Afritadang baka	Afritada	dish
Afritadang isda	Afritada	dish
Afritadang manok	Afritada	dish
Afritadang tahong	Afritada	dish
Aftari	Iftar	dish
After Dark (whisky)	After Dark (whisky)	ingredient
After dark whisky	After Dark (whisky)	ingredient
Aftermath feast day soup	Soupe au fromage	dish
Afternoon Tea (biscuits)	Afternoon Tea (biscuits)	dish
Afuega'l pitu	Afuega'l pitu	ingredient
Agadeshi Tofu	Agedashi dōfu	dish
Agadeshi tofu	Agedashi dōfu	dish
Agar	Agar	ingredient
Agar agar	Agar	ingredient
Agar gel	Agar	ingredient
Agar-Agar	Agar	ingredient
Agar-agar	Agar	ingredient
Agar-agar jelly	Agar	ingredient
Agaroid	Agar	ingredient
Agars	Agar	ingredient
Agbeli Kaklo	Agbeli Kaklo	dish
Age statement	Whisky	ingredient
Age tofu	Agedashi dōfu	dish
Aged dog diet	Senior dog diet	dish
Aged dog food	Senior dog diet	dish
Agedama	Tenkasu	dish
Agedashi	Agedashi dōfu	dish
Agedashi Tofu	Agedashi dōfu	dish
Agedashi dofu	Agedashi dōfu	dish
Agedashi dōfu	Agedashi dōfu	dish
Agedashi tofu	Agedashi dōfu	dish
Agedashi-dofu	Agedashi dōfu	dish
Agedasi dohu	Agedashi dōfu	dish
Agedasi tohu	Agedashi dōfu	dish
Ageh (food)	Ageh (food)	dish
Agei	Ageh (food)	dish
Agemochi	Agemochi	dish
Agence canadienne d'inspection des aliments	Canadian Food Inspection Agency	ingredient
Agerolese	Agerolese	dish
Aggakaga	Äggakaka	ingredient
Aggakaka	Äggakaka	ingredient
Aggala	Aggala	dish
Agglomerated food powder	Agglomerated food powder	dish
Agio, olio e peperoncino	Spaghetti aglio e olio	dish
Agira	Dek Ngor	dish
Agkud	Agkud	ingredient
Agliata	Agliata	condiment
Aglio e Olio	Spaghetti aglio e olio	dish
Aglio e olio	Spaghetti aglio e olio	dish
Aglio olio	Spaghetti aglio e olio	dish
Aglio, olio e peperoncino	Spaghetti aglio e olio	dish
Agnolini	Agnolini	ingredient
Agnolotti	Agnolotti	dish
Agnolotti al plin	Agnolotti	dish
Agra Petha	Petha	ingredient
Agra petha	Petha	ingredient
Agraz	Sorbet	dish
Agre dulce	Sweet and sour	condiment
Agri dulci	Sweet and sour	condiment
Agrifoods International Cooperative Ltd	Dairyland Canada	ingredient
Agriprocessor	Agriprocessors	ingredient
Agriprocessors	Agriprocessors	ingredient
Agristada	Avgolemono	dish
Agrodolce	Sweet and sour	condiment
Agrodolce (sauce)	Sweet and sour	condiment
Agrodolce sauce	Sweet and sour	condiment
Agropur	Agropur	ingredient
Agrume	Citrus	dish
Agu jjim	Agwi-jjim	dish
Agu-jjim	Agwi-jjim	dish
Agua de Sevilla	Agua de Sevilla	ingredient
Agua de sevilla	Agua de Sevilla	ingredient
Agua de tamarindo	Tamarindo (drink)	ingredient
Agua loca	Punch (drink)	ingredient
Aguachile	Aguachile	dish
Aguadito	Aguadito	dish
Aguadito de pollo	Aguadito de pollo	dish
Aguafaba	Aquafaba	dish
Aguapanela	Aguapanela	ingredient
Aguardente	Aguardiente	ingredient
Aguardiente	Aguardiente	ingredient
Aguardiente de Bacanora	Bacanora	ingredient
Aguardiente/Aguardente	Aguardiente	ingredient
Aguijjim	Agwi-jjim	dish
Agujjim	Agwi-jjim	dish
Agushi	Egusi	dish
Agusi	Egusi	dish
Agutak	Alaskan ice cream	dish
Agwi-jjim	Agwi-jjim	dish
Agwijjim	Agwi-jjim	dish
Ah Balling	Tangyuan (food)	dish
Ah so	Ah-So	condiment
Ah-So	Ah-So	condiment
Ah-So Sauce	Ah-So	condiment
Ah-so	Ah-So	condiment
Ahi Poke	Poke (dish)	dish
Ahi poke	Poke (dish)	dish
Ahle Wurst	Ahle Wurst	ingredient
Ahmlet	Omelette	dish
Ahriche	Ahriche	ingredient
Aidilfitri	Eid al-Fitr	dish
Aiguardent	Aguardiente	ingredient
Aijaco	Ajiaco	dish
Aila (liquor)	Aila (liquor)	ingredient
Ailazan	Ailazan	ingredient
Aildifitri	Eid al-Fitr	dish
Aillade	Aioli	condiment
Ainsworth Pet Nutrition	The J.M. Smucker Company	condiment
Aioli	Aioli	condiment
Aioli garni	Aïoli garni	dish
Aipim	Cassava	dish
Air bandung	Bandung (drink)	ingredient
Air janda pulang	Janda pulang (drink)	ingredient
Airline Inthyrath	Jujube	ingredient
Airly Foods	Airly Foods	dish
Aish as-Saraya	Aish as-Saraya	dish
Aiwowo	Aiwowo	dish
Ajadina	Ajethna	ingredient
Ajapsandal	Ajapsandali	dish
Ajapsandali	Ajapsandali	dish
Ajarski	Khachapuri	dish
Ajdov Kruh	Ajdov Kruh	ingredient
Ajdovi zganci	Ajdovi žganci	dish
Ajdovi žganci	Ajdovi žganci	dish
Ajethna	Ajethna	ingredient
Aji (food)	Ají (sauce)	dish
Aji (sauce)	Ají (sauce)	dish
Aji de gallina	Ají de gallina	dish
Aji sauce	Ají (sauce)	dish
Aji-Ginisa	Ajinomoto	dish
Aji-Shio (brand)	Ajinomoto	dish
Ajiaco	Ajiaco	dish
Ajiaco (sopa)	Ajiaco	dish
Ajiaco (soup)	Ajiaco	dish
